material,thickness,particle_type,energy,heating_mean,heating_std,total_mean,total_std,flux_mean,flux_std,sensitivity_mean,sensitivity_std,total_prob_mean,total_prob_std
diamond,0.05,gamma,10200000.0,158.4638446124912,13.086070813612565,1.7098112054152857e-05,7.827804899649761e-08,0.0002506808158108555,1.147562863297832e-06,1.5535671040440312e-05,1.282948118981624e-06,1.7098112054152857e-05,7.827804899649761e-08
diamond,0.05,gamma,10300000.0,169.12234469629013,13.625200986244511,1.686737474431857e-05,7.567160508069713e-08,0.0002482646714060135,1.1139463900710292e-06,1.6419645116144674e-05,1.322835047208205e-06,1.686737474431857e-05,7.567160508069713e-08
diamond,0.05,gamma,10400000.0,176.47458235980798,13.134934018645835,1.6869502460466318e-05,7.885115730385414e-08,0.0002492754629406563,1.1651051693554983e-06,1.6968709842289228e-05,1.2629744248697919e-06,1.6869502460466318e-05,7.885115730385414e-08
diamond,0.05,gamma,10500000.0,137.64155450696109,12.2609606860242,1.6781610425785403e-05,7.907452200527249e-08,0.00024895867156980196,1.1731925717173155e-06,1.3108719476853436e-05,1.1677105415261143e-06,1.6781610425785403e-05,7.907452200527249e-08
diamond,0.05,gamma,10600000.0,156.567934789878,12.810121298228024,1.6692472644132093e-05,6.576385242074846e-08,0.0002485530376544493,9.791224445934518e-07,1.4770559885837546e-05,1.2085020092667948e-06,1.6692472644132093e-05,6.576385242074846e-08
diamond,0.05,gamma,10700000.0,190.01888943334555,13.810740737645672,1.6669795758436354e-05,7.118910927068224e-08,0.000249086906808094,1.0637284204655988e-06,1.7758774713396782e-05,1.2907234334248291e-06,1.6669795758436354e-05,7.118910927068224e-08
diamond,0.05,gamma,10800000.0,139.90648262774312,12.436020982922066,1.662106527723232e-05,6.851570438790026e-08,0.0002492456879573918,1.0274500079222433e-06,1.295430394701325e-05,1.1514834243446358e-06,1.662106527723232e-05,6.851570438790026e-08
diamond,0.05,gamma,10900000.0,152.15112603017297,12.690390612390962,1.6410774712466406e-05,7.966952041556766e-08,0.0002469549309108699,1.1989998199833876e-06,1.3958818901850731e-05,1.1642560194854094e-06,1.6410774712466406e-05,7.966952041556766e-08
diamond,0.05,gamma,11000000.0,159.10720807698112,13.893322664001055,1.6542514964153333e-05,7.946719943802284e-08,0.00024981942622710144,1.2000386330524248e-06,1.446429164336192e-05,1.263029333091005e-06,1.6542514964153333e-05,7.946719943802284e-08
diamond,0.05,gamma,11100000.0,142.4849825242754,14.23638613228524,1.6420616938011523e-05,7.101495734220643e-08,0.000248815634449877,1.0761763513615063e-06,1.2836484912096883e-05,1.2825573092148866e-06,1.6420616938011523e-05,7.101495734220643e-08
diamond,0.05,gamma,11200000.0,148.44682093917868,12.848415286629129,1.6416395631774835e-05,7.56254540259255e-08,0.00024957149204209736,1.1498185608527695e-06,1.3254180440998096e-05,1.1471799363061722e-06,1.6416395631774835e-05,7.56254540259255e-08
diamond,0.05,gamma,11300000.0,159.15478088221013,13.96236647810733,1.6343128092934686e-05,8.082006873252091e-08,0.0002492610868670833,1.2326196012339466e-06,1.4084493883381428e-05,1.2356076529298521e-06,1.6343128092934686e-05,8.082006873252091e-08
diamond,0.05,gamma,11400000.0,168.64627490712638,13.785852825072272,1.64034177571987e-05,7.32311564981679e-08,0.0002509747924765384,1.1203665209955394e-06,1.4793532886590034e-05,1.2092853355326555e-06,1.64034177571987e-05,7.32311564981679e-08
diamond,0.05,gamma,11500000.0,147.8431583602,12.535235551777818,1.6297508430817657e-05,7.014494347412946e-08,0.000250155043123907,1.0767456712008978e-06,1.2855926813930435e-05,1.0900204827632886e-06,1.6297508430817657e-05,7.014494347412946e-08
diamond,0.05,gamma,11600000.0,174.07122904953403,13.54779128744947,1.6219449566298937e-05,5.7263928725386316e-08,0.0002497704053611849,8.819720245768531e-07,1.5006140435304658e-05,1.1679130420215061e-06,1.6219449566298937e-05,5.7263928725386316e-08
diamond,0.05,gamma,11700000.0,148.37845082223927,12.721604427188444,1.612964123605254e-05,7.28179179588839e-08,0.00024920371081962195,1.1250790743402495e-06,1.2681918873695665e-05,1.087316617708414e-06,1.612964123605254e-05,7.28179179588839e-08
diamond,0.05,gamma,11800000.0,156.6486858482652,14.547805385430378,1.6020018059317292e-05,7.169222915214795e-08,0.00024826638501882864,1.111058939940914e-06,1.3275312360022473e-05,1.2328648631720659e-06,1.6020018059317292e-05,7.169222915214795e-08
diamond,0.05,gamma,11900000.0,174.79166076382938,14.573564506473723,1.6167635812411526e-05,6.899244624219188e-08,0.00025125113490405605,1.072133652027819e-06,1.468837485410331e-05,1.224669286258296e-06,1.6167635812411526e-05,6.899244624219188e-08
diamond,0.05,gamma,12000000.0,163.2760941075625,12.478327280970243,1.5984187842074474e-05,7.806841323937798e-08,0.0002491001012423467,1.2166753319378746e-06,1.3606341175630209e-05,1.0398606067475202e-06,1.5984187842074474e-05,7.806841323937798e-08
diamond,0.05,gamma,12100000.0,143.57024486760082,12.633473905685062,1.5888838050894964e-05,7.671231593382308e-08,0.00024833308519757734,1.1989311017501655e-06,1.186530949319015e-05,1.0440887525359556e-06,1.5888838050894964e-05,7.671231593382308e-08
diamond,0.05,gamma,12200000.0,144.83486939901303,13.572517001863902,1.6016702052538527e-05,7.23804415394194e-08,0.0002510631166008458,1.1345903677154493e-06,1.1871710606476477e-05,1.112501393595402e-06,1.6016702052538527e-05,7.23804415394194e-08
diamond,0.05,gamma,12300000.0,135.28484957326648,13.013758422371536,1.600417102936917e-05,6.911739243878651e-08,0.0002516071577182947,1.086459080157049e-06,1.0998768257989146e-05,1.0580291400302062e-06,1.600417102936917e-05,6.911739243878651e-08
diamond,0.05,gamma,12400000.0,129.56972740146495,13.06829891573259,1.5755772298792223e-05,7.12998859145906e-08,0.0002484201471540816,1.1241639913193324e-06,1.044917156463427e-05,1.0538950738494025e-06,1.5755772298792223e-05,7.12998859145906e-08
diamond,0.05,gamma,12500000.0,159.28176667358758,13.486911570646921,1.585545208999328e-05,6.313232996890147e-08,0.0002507204766963039,9.983817451140147e-07,1.2742541333887007e-05,1.0789529256517537e-06,1.585545208999328e-05,6.313232996890147e-08
diamond,0.05,gamma,12600000.0,149.5407286162312,14.600856427500409,1.5840667413284396e-05,7.655393290543394e-08,0.0002511708360521445,1.2137951918554429e-06,1.1868311794938984e-05,1.1587981291666992e-06,1.5840667413284396e-05,7.655393290543394e-08
diamond,0.05,gamma,12700000.0,136.99838605335214,11.582409031704541,1.5708376336516488e-05,6.64020796342476e-08,0.00024972761936710767,1.0555880622510455e-06,1.0787274492389932e-05,9.120007111578379e-07,1.5708376336516488e-05,6.64020796342476e-08
diamond,0.05,gamma,12800000.0,169.78336629638528,14.213704857357053,1.5681536167344285e-05,7.230991995192533e-08,0.00024994348340078595,1.1525143878775172e-06,1.32643254919051e-05,1.1104456919810198e-06,1.5681536167344285e-05,7.230991995192533e-08
diamond,0.05,gamma,12900000.0,154.5793794714861,13.223413157516692,1.5594544164697725e-05,7.248682756581005e-08,0.0002491921757019849,1.15834765162214e-06,1.1982897633448535e-05,1.0250707874043947e-06,1.5594544164697725e-05,7.248682756581005e-08
diamond,0.05,gamma,13000000.0,137.55469567675976,11.654688587833421,1.55035372855775e-05,7.17644323870536e-08,0.0002483957827379577,1.1496521766782721e-06,1.0581130436673828e-05,8.965145067564171e-07,1.55035372855775e-05,7.17644323870536e-08
diamond,0.05,gamma,13100000.0,151.95391293072964,13.624561769971729,1.5620229391805287e-05,6.4307685022036e-08,0.0002509538168807761,1.0329963159871243e-06,1.1599535338223638e-05,1.0400428832039488e-06,1.5620229391805287e-05,6.4307685022036e-08
diamond,0.05,gamma,13200000.0,106.64182122820503,11.008058304262404,1.5479680346155473e-05,6.44412245563171e-08,0.00024937236903075207,1.038122049059499e-06,8.078925850621594e-06,8.3394381092897e-07,1.5479680346155473e-05,6.44412245563171e-08
diamond,0.05,gamma,13300000.0,152.02507294935472,13.380677136824351,1.5449914066733234e-05,6.355354374962739e-08,0.00024954904451506715,1.0263821443652119e-06,1.1430456612733437e-05,1.0060659501371693e-06,1.5449914066733234e-05,6.355354374962739e-08
diamond,0.05,gamma,13400000.0,141.8194172104776,14.441051307522205,1.5484425545113395e-05,7.041545916317447e-08,0.0002507071086623849,1.1401853935069094e-06,1.0583538597796837e-05,1.0776903960837465e-06,1.5484425545113395e-05,7.041545916317447e-08
diamond,0.05,gamma,13500000.0,145.99181569043031,12.94718880121484,1.539159601364293e-05,6.759656897637791e-08,0.00024980220003063667,1.097218421917116e-06,1.0814208569661505e-05,9.590510223122105e-07,1.539159601364293e-05,6.759656897637791e-08
diamond,0.05,gamma,13600000.0,167.10016070700695,13.7112194097897,1.5323820540884234e-05,6.072683117944296e-08,0.00024929330829295484,9.87796320192882e-07,1.2286776522574041e-05,1.0081778977786544e-06,1.5323820540884234e-05,6.072683117944296e-08
diamond,0.05,gamma,13700000.0,127.59800097534826,12.607569985654381,1.5295554440181407e-05,6.829460163506515e-08,0.00024943114965496777,1.113693770374475e-06,9.31372269893053e-06,9.202605828944804e-07,1.5295554440181407e-05,6.829460163506515e-08
diamond,0.05,gamma,13800000.0,133.84879065996546,13.040898131553911,1.532079917582601e-05,6.989765963801666e-08,0.00025044399623709026,1.1426936438472701e-06,9.699187728983004e-06,9.449926182285443e-07,1.532079917582601e-05,6.989765963801666e-08
diamond,0.05,gamma,13900000.0,119.81834482336802,11.882418088217518,1.5250553158597738e-05,6.876048286693345e-08,0.0002498687661636075,1.1266882759672408e-06,8.620024807436548e-06,8.548502221739221e-07,1.5250553158597738e-05,6.876048286693345e-08
diamond,0.05,gamma,14000000.0,136.65657319761584,13.555479230052127,1.5122809303078438e-05,5.8395151357020714e-08,0.00024830462132168526,9.58843075689738e-07,9.761183799829703e-06,9.682485164322948e-07,1.5122809303078438e-05,5.8395151357020714e-08
diamond,0.05,gamma,14100000.0,142.8296517382575,12.529244580187553,1.532904643622715e-05,7.51612014397162e-08,0.0002522401625369962,1.236761779073615e-06,1.012976253462819e-05,8.885989063962803e-07,1.532904643622715e-05,7.51612014397162e-08
diamond,0.05,gamma,14200000.0,102.19680150061853,11.442964730546757,1.5106060299441717e-05,6.871933194572776e-08,0.0002491075743256832,1.1332332938126974e-06,7.196957852156235e-06,8.058425866582223e-07,1.5106060299441717e-05,6.871933194572776e-08
diamond,0.05,gamma,14300000.0,116.8917996896973,10.714862678446915,1.5170301958987273e-05,6.416040942652696e-08,0.0002507114412409502,1.0603179923469916e-06,8.174251726552258e-06,7.492910963948892e-07,1.5170301958987273e-05,6.416040942652696e-08
diamond,0.05,gamma,14400000.0,122.58609518859807,13.289622383976265,1.5068088600291153e-05,6.472936097088712e-08,0.0002495681467842371,1.0721300121585691e-06,8.512923276985976e-06,9.228904433316851e-07,1.5068088600291153e-05,6.472936097088712e-08
diamond,0.05,gamma,14500000.0,128.60383382461114,12.592426080343316,1.5042768238655235e-05,6.09504704673796e-08,0.000249695360014296,1.0118223236418722e-06,8.8692299189387e-06,8.684431779547114e-07,1.5042768238655235e-05,6.09504704673796e-08
diamond,0.05,gamma,14600000.0,139.7925475201291,14.547395890521377,1.5107888953516807e-05,6.571675261534755e-08,0.00025133220990903975,1.0932710053218828e-06,9.57483202192665e-06,9.96396978802834e-07,1.5107888953516807e-05,6.571675261534755e-08
diamond,0.05,gamma,14700000.0,118.607912475925,13.36462605220675,1.5080537322218914e-05,5.9325267514220175e-08,0.0002514285404207274,9.89030754653797e-07,8.068565474552721e-06,9.091582348439967e-07,1.5080537322218914e-05,5.9325267514220175e-08
diamond,0.05,gamma,14800000.0,96.5838969436143,11.982666223654375,1.508281378225505e-05,6.554046500043642e-08,0.00025200284757835356,1.0950424573764018e-06,6.525938982676642e-06,8.096396097063767e-07,1.508281378225505e-05,6.554046500043642e-08
diamond,0.05,gamma,14900000.0,132.44653276271077,13.034535054984001,1.498635536771487e-05,5.8226338246225566e-08,0.00025086099038897346,9.746518424074326e-07,8.889029044477233e-06,8.748010104016109e-07,1.498635536771487e-05,5.8226338246225566e-08
diamond,0.05,gamma,15000000.0,108.39126920919145,13.637793906173465,1.4850254916055707e-05,6.151006549186204e-08,0.0002490444094763232,1.031612291891279e-06,7.226084613946097e-06,9.091862604115644e-07,1.4850254916055707e-05,6.151006549186204e-08
diamond,0.05,gamma,15100000.0,131.55872173316834,13.729638571864891,1.4840015832170888e-05,5.885569025267305e-08,0.0002493415062251354,9.89010388003498e-07,8.712498128024393e-06,9.092475875407212e-07,1.4840015832170888e-05,5.885569025267305e-08
diamond,0.05,gamma,15200000.0,122.40324829903713,13.221018090407702,1.4787329708598532e-05,6.545981054530985e-08,0.00024892189696240115,1.1019312444408805e-06,8.05284528283139e-06,8.698038217373488e-07,1.4787329708598532e-05,6.545981054530985e-08
diamond,0.05,gamma,15300000.0,123.03339735600466,16.190639505629903,1.4700220635708061e-05,6.608479544768237e-08,0.0002479231512689223,1.1146073780750395e-06,8.041398520000304e-06,1.0582117323941114e-06,1.4700220635708061e-05,6.608479544768237e-08
diamond,0.05,gamma,15400000.0,111.24184542778453,13.230370081518453,1.4952596489219654e-05,6.697650782880505e-08,0.000252661698888098,1.1317492308245986e-06,7.223496456349644e-06,8.591149403583411e-07,1.4952596489219654e-05,6.697650782880505e-08
diamond,0.05,gamma,15500000.0,118.46739179169384,12.602570274425124,1.4886705992052238e-05,7.178236445130564e-08,0.00025202277093440287,1.2152687979379228e-06,7.64305753494799e-06,8.130690499629112e-07,1.4886705992052238e-05,7.178236445130564e-08
diamond,0.05,gamma,15600000.0,114.71865642563667,13.192375588046772,1.4662579059218628e-05,7.126061862138908e-08,0.00024869886437034754,1.2086727339232808e-06,7.353760027284402e-06,8.4566510179787e-07,1.4662579059218628e-05,7.126061862138908e-08
diamond,0.05,gamma,15700000.0,100.85152384925546,12.544334305366062,1.4790620151577966e-05,6.909683193232184e-08,0.0002513482519211946,1.174123649893724e-06,6.4236639394430225e-06,7.990021850551632e-07,1.4790620151577966e-05,6.909683193232184e-08
diamond,0.05,gamma,15800000.0,108.8595859990945,11.926407792420507,1.4665717714288679e-05,6.229547175578258e-08,0.000249691183424508,1.0605637043717485e-06,6.8898472151325636e-06,7.54835936229146e-07,1.4665717714288679e-05,6.229547175578258e-08
diamond,0.05,gamma,15900000.0,109.70436197423255,12.404747381929916,1.4536225756618321e-05,6.552530521786047e-08,0.0002478984548161426,1.1174379227558526e-06,6.899645407184437e-06,7.801727913163469e-07,1.4536225756618321e-05,6.552530521786047e-08
diamond,0.05,gamma,16000000.0,100.25949712929753,13.78654457353602,1.4690586946610196e-05,6.380764350520208e-08,0.0002509570642222185,1.0900008535933872e-06,6.2662185705810956e-06,8.616590358460013e-07,1.4690586946610196e-05,6.380764350520208e-08
diamond,0.05,gamma,16100000.0,88.77138093946674,11.079909763518552,1.460168269381653e-05,6.5922784151909e-08,0.00024988310948130565,1.1282028872608625e-06,5.513750368910977e-06,6.881931530135746e-07,1.460168269381653e-05,6.5922784151909e-08
diamond,0.05,gamma,16200000.0,91.19201459467112,11.907053669635141,1.4607852520966933e-05,6.832277420385066e-08,0.0002504300141834303,1.171313903148971e-06,5.62913670337476e-06,7.350033129404409e-07,1.4607852520966933e-05,6.832277420385066e-08
diamond,0.05,gamma,16300000.0,102.1575664940555,12.10701205856356,1.448214881516e-05,5.8597419271322245e-08,0.00024871300693489663,1.006393254228722e-06,6.267335367733466e-06,7.427614759854945e-07,1.448214881516e-05,5.8597419271322245e-08
diamond,0.05,gamma,16400000.0,90.58717719392202,11.046737961559348,1.4478889281716095e-05,5.851007658138396e-08,0.0002491010452847471,1.0065680572097811e-06,5.52360836548305e-06,6.735815830219115e-07,1.4478889281716095e-05,5.851007658138396e-08
diamond,0.05,gamma,16500000.0,95.32376825132823,13.892446174481094,1.4499910185223816e-05,5.632621211427986e-08,0.00024990656723367067,9.707154597260063e-07,5.777198075838075e-06,8.41966434817036e-07,1.4499910185223816e-05,5.632621211427986e-08
diamond,0.05,gamma,16600000.0,101.31218601262057,13.788217452372432,1.4391169355440023e-05,7.258814074189413e-08,0.0002484759660490593,1.253336285764798e-06,6.103143735700035e-06,8.306155091790622e-07,1.4391169355440023e-05,7.258814074189413e-08
diamond,0.05,gamma,16700000.0,74.70154359616151,10.352368726088166,1.4481232309395332e-05,7.013472554618836e-08,0.0002504776367100032,1.2131482976522588e-06,4.473146323123444e-06,6.19902318927435e-07,1.4481232309395332e-05,7.013472554618836e-08
diamond,0.05,gamma,16800000.0,92.6585800955118,12.313182546513382,1.4371156410577102e-05,6.874922212208455e-08,0.00024897904942034014,1.1910598435627956e-06,5.515391672351892e-06,7.329275325305584e-07,1.4371156410577102e-05,6.874922212208455e-08
diamond,0.05,gamma,16900000.0,90.3462102612462,12.365822171264595,1.4292304325474617e-05,6.150390384900835e-08,0.00024799377703882576,1.0672189026088796e-06,5.345929601257172e-06,7.31705453920982e-07,1.4292304325474617e-05,6.150390384900835e-08
diamond,0.05,gamma,17000000.0,82.08614653248117,12.222284867784369,1.4292302726687371e-05,6.369863716230659e-08,0.0002483737536646193,1.106924203499811e-06,4.8285968548518336e-06,7.189579333990805e-07,1.4292302726687371e-05,6.369863716230659e-08
diamond,0.05,gamma,17100000.0,74.08394891841208,10.438609933084061,1.4290664474248137e-05,6.630271071673275e-08,0.00024872783617303247,1.1540335353828412e-06,4.332394673591349e-06,6.104450253265533e-07,1.4290664474248137e-05,6.630271071673275e-08
diamond,0.05,gamma,17200000.0,84.1077528425084,12.167426503562796,1.4362453702701423e-05,5.3685102522343196e-08,0.000250361269139034,9.357765556721273e-07,4.889985630378395e-06,7.074085176489998e-07,1.4362453702701423e-05,5.3685102522343196e-08
diamond,0.05,gamma,17300000.0,79.92436008767658,10.90652484524181,1.4342648253719538e-05,6.453338775459365e-08,0.00025040282180666806,1.1266739476010577e-06,4.619905207380149e-06,6.304349621527058e-07,1.4342648253719538e-05,6.453338775459365e-08
diamond,0.05,gamma,17400000.0,60.68960476713339,9.415385692286268,1.4285652626160248e-05,5.348321962046539e-08,0.0002497912604667085,9.351811312961565e-07,3.4879083199501947e-06,5.411141202463373e-07,1.4285652626160248e-05,5.348321962046539e-08
diamond,0.05,gamma,17500000.0,66.75691959564094,11.217043735954618,1.4172040466705667e-05,6.996508488616438e-08,0.00024817156961937656,1.2251538733089534e-06,3.8146811197509107e-06,6.409739277688353e-07,1.4172040466705667e-05,6.996508488616438e-08
diamond,0.05,gamma,17600000.0,43.19270689065389,8.527572173967306,1.4241205963617272e-05,6.29625323761216e-08,0.0002497087658771535,1.1039879354901669e-06,2.4541310733326073e-06,4.845211462481424e-07,1.4241205963617272e-05,6.29625323761216e-08
diamond,0.05,gamma,17700000.0,58.489480628974206,9.281794973014874,1.4327813585769855e-05,6.015183008640329e-08,0.0002515581002062043,1.056134179421475e-06,3.304490431015492e-06,5.243951962155296e-07,1.4327813585769855e-05,6.015183008640329e-08
diamond,0.05,gamma,17800000.0,75.88137706140179,11.887118755933077,1.4374163521753384e-05,6.709931162168277e-08,0.0002526990995260945,1.179580767957103e-06,4.262998711314707e-06,6.678156604456785e-07,1.4374163521753384e-05,6.709931162168277e-08
diamond,0.05,gamma,17900000.0,98.88609070729783,12.503526665209826,1.416088455304883e-05,5.910286978059797e-08,0.00024926793159232163,1.0403561285447558e-06,5.524362609346247e-06,6.985210427491523e-07,1.416088455304883e-05,5.910286978059797e-08
diamond,0.05,gamma,18000000.0,86.58708988648056,13.312061785571695,1.409502917442405e-05,5.742728642430666e-08,0.00024844441006364836,1.0122102468350283e-06,4.810393882582253e-06,7.395589880873164e-07,1.409502917442405e-05,5.742728642430666e-08
diamond,0.05,gamma,18100000.0,69.5906250568896,9.847739250422016,1.4171313613823855e-05,6.174969447540355e-08,0.00025014578244681644,1.0899206485986105e-06,3.844785914745282e-06,5.44073991736023e-07,1.4171313613823855e-05,6.174969447540355e-08
diamond,0.05,gamma,18200000.0,75.70523279410845,10.42271544906315,1.4077140425676513e-05,6.649085682066446e-08,0.0002488379942098607,1.1753567214337347e-06,4.1596281755004645e-06,5.726766730254477e-07,1.4077140425676513e-05,6.649085682066446e-08
diamond,0.05,gamma,18300000.0,57.65711820806279,11.096425894451523,1.4080864071758159e-05,6.78388460210855e-08,0.0002492635663322617,1.200925079621541e-06,3.150662197161901e-06,6.063620707350559e-07,1.4080864071758159e-05,6.78388460210855e-08
diamond,0.05,gamma,18400000.0,40.93002859335426,7.740716550851148,1.4100016262912943e-05,7.17440031658227e-08,0.00024996046619334155,1.271872771327033e-06,2.2244580757257748e-06,4.206911168940841e-07,1.4100016262912943e-05,7.17440031658227e-08
diamond,0.05,gamma,18500000.0,47.91416155573949,9.638173147279264,1.4090292557578083e-05,5.966281549517976e-08,0.0002501429191771907,1.059169187840547e-06,2.589954678688621e-06,5.209823322853657e-07,1.4090292557578083e-05,5.966281549517976e-08
diamond,0.05,gamma,18600000.0,51.11928940568555,9.504297953041986,1.410503499320081e-05,6.358063607340927e-08,0.00025076290799356084,1.1303491093941646e-06,2.748348892778793e-06,5.109837609162358e-07,1.410503499320081e-05,6.358063607340927e-08
diamond,0.05,gamma,18700000.0,54.17342147566617,9.903197902419635,1.407110766114904e-05,5.8103558853210974e-08,0.0002504862014436022,1.0343015452442212e-06,2.8969744104634313e-06,5.295827755304618e-07,1.407110766114904e-05,5.8103558853210974e-08
diamond,0.05,gamma,18800000.0,48.196599429911856,11.634463717239827,1.4017572807764806e-05,6.4209290240282e-08,0.0002498216871845488,1.144366698229069e-06,2.5636489058463754e-06,6.188544530446716e-07,1.4017572807764806e-05,6.4209290240282e-08
diamond,0.05,gamma,18900000.0,37.751618311156584,8.445314941171558,1.3881237826584055e-05,6.900984076192597e-08,0.00024768309319332725,1.2313048550375897e-06,1.997440122283417e-06,4.468420603794475e-07,1.3881237826584055e-05,6.900984076192597e-08
diamond,0.05,gamma,19000000.0,55.622608070837096,11.433012005135467,1.3965065708166997e-05,5.523005122141593e-08,0.0002494716726234194,9.866394744206961e-07,2.9275056879387945e-06,6.017374739544982e-07,1.3965065708166997e-05,5.523005122141593e-08
diamond,0.05,gamma,19100000.0,42.3344749557838,9.063717625556114,1.3869000342838558e-05,5.833524616840451e-08,0.0002480428786021316,1.0433357626443392e-06,2.2164646573708796e-06,4.7454018981969185e-07,1.3869000342838558e-05,5.833524616840451e-08
diamond,0.05,gamma,19200000.0,28.717664025866384,7.510899171533233,1.4044706367711828e-05,5.873512543449704e-08,0.0002514730490499157,1.0515758787638981e-06,1.495711668013874e-06,3.9119266518402254e-07,1.4044706367711828e-05,5.873512543449704e-08
diamond,0.05,gamma,19300000.0,24.31170996032107,6.114324604162904,1.3998806558102144e-05,6.525453808653618e-08,0.000250940663500098,1.1697815251590643e-06,1.2596740912083457e-06,3.168043836353836e-07,1.3998806558102144e-05,6.525453808653618e-08
diamond,0.05,gamma,19400000.0,19.53514586921516,6.874902764831403,1.395891621016179e-05,5.746803118908605e-08,0.00025051624585063206,1.0313878056941072e-06,1.0069662819183072e-06,3.5437643117687647e-07,1.395891621016179e-05,5.746803118908605e-08
diamond,0.05,gamma,19500000.0,19.932127812487682,6.48114741559228,1.3884952280737809e-05,6.517415026670567e-08,0.0002494811464478928,1.1711070873686496e-06,1.022160400640394e-06,3.323665341329374e-07,1.3884952280737809e-05,6.517415026670567e-08
diamond,0.05,gamma,19600000.0,16.787085236203986,5.370272735764953,1.3716017662266376e-05,6.760252046131939e-08,0.0002467407244392918,1.2160670287620187e-06,8.564839406226523e-07,2.739935069267833e-07,1.3716017662266376e-05,6.760252046131939e-08
diamond,0.05,gamma,19700000.0,5.305399772843902,3.040215396614212,1.3826018021830955e-05,6.499949263767681e-08,0.0002490115476803036,1.1706450636683608e-06,2.6930963313928436e-07,1.5432565465046761e-07,1.3826018021830955e-05,6.499949263767681e-08
diamond,0.05,gamma,19800000.0,0.0008821020000037502,0.0001720985004307902,1.3877697377579759e-05,6.554401272283585e-08,0.00025023245066437916,1.1818472835903787e-06,4.4550606060795466e-11,8.691843456100516e-12,1.3877697377579759e-05,6.554401272283585e-08
diamond,0.05,gamma,19900000.0,0.0005673430000070483,0.00011011071594643518,1.383106225195494e-05,6.094370731695939e-08,0.000249670714821291,1.1001612044591829e-06,2.8509698492816496e-11,5.533201806353527e-12,1.383106225195494e-05,6.094370731695939e-08
diamond,0.05,gamma,20000000.0,0.0008466240000056253,0.00017010045508045,1.3808592264986145e-05,6.281086106824937e-08,0.0002495281560442145,1.1350310723809099e-06,4.2331200000281266e-11,8.505022754022501e-12,1.3808592264986145e-05,6.281086106824937e-08
diamond,0.1,neutron,100000.0,9.299343554646587,0.15997565972530467,0.00042756149300789386,2.1607423984540696e-06,0.0005650496676767637,2.856909545133498e-06,9.299343554646587e-05,1.5997565972530468e-06,0.00042756149300789386,2.1607423984540696e-06
diamond,0.1,neutron,200000.0,14.105979183397041,0.22944679016959574,0.0004013957115678865,2.212696757372116e-06,0.0005669370149039887,3.1263536982789587e-06,7.05298959169852e-05,1.1472339508479788e-06,0.0004013957115678865,2.212696757372116e-06
diamond,0.1,neutron,300000.0,17.654956728144025,0.2928251756908272,0.00037189382405619344,1.727565674784983e-06,0.0005597973493878398,2.6103957160567827e-06,5.884985576048008e-05,9.76083918969424e-07,0.00037189382405619344,1.727565674784983e-06
diamond,0.1,neutron,400000.0,21.191868708557045,0.3772868369190439,0.0003467639108452786,1.528955521584028e-06,0.0005548350101037935,2.447932981686927e-06,5.297967177139261e-05,9.432170922976098e-07,0.0003467639108452786,1.528955521584028e-06
diamond,0.1,neutron,500000.0,24.34924637200865,0.4468471983962483,0.0003247437683951035,1.6820949178629835e-06,0.0005521416468855809,2.876314601237323e-06,4.86984927440173e-05,8.936943967924966e-07,0.0003247437683951035,1.6820949178629835e-06
diamond,0.1,neutron,600000.0,25.906167163786186,0.47265676465005585,0.0003048035843095057,1.5214250394528035e-06,0.0005481448786728576,2.7346972556674447e-06,4.317694527297698e-05,7.877612744167597e-07,0.0003048035843095057,1.5214250394528035e-06
diamond,0.1,neutron,700000.0,28.07482409255191,0.5699405935873387,0.0002860873500767143,1.3804035964918086e-06,0.0005440251082771464,2.6294042119713993e-06,4.0106891560788445e-05,8.142008479819124e-07,0.0002860873500767143,1.3804035964918086e-06
diamond,0.1,neutron,800000.0,30.46374475814993,0.5875899667169424,0.0002714900002234999,1.268844967109467e-06,0.0005449139295756935,2.5414524151803117e-06,3.807968094768741e-05,7.34487458396178e-07,0.0002714900002234999,1.268844967109467e-06
diamond,0.1,neutron,900000.0,33.80669877278984,0.7243727945858112,0.0002556830132098379,1.2610782485052147e-06,0.0005407203167367744,2.6659316631882564e-06,3.7562998636433154e-05,8.048586606509013e-07,0.0002556830132098379,1.2610782485052147e-06
diamond,0.1,neutron,1000000.0,35.04266157388677,0.8076887055154917,0.00024232773586170268,1.012328777566376e-06,0.0005389481060680678,2.255239623457733e-06,3.5042661573886766e-05,8.076887055154917e-07,0.00024232773586170268,1.012328777566376e-06
diamond,0.1,neutron,1100000.0,35.193963208714074,0.8484457616244868,0.00022916098396314464,1.1565845652582922e-06,0.0005353247153965474,2.6993496052843015e-06,3.1994512007921885e-05,7.713143287495334e-07,0.00022916098396314464,1.1565845652582922e-06
diamond,0.1,neutron,1200000.0,37.829270843705046,0.828064017848817,0.0002195081804921699,1.1437870421776048e-06,0.0005378533674580183,2.8041125185521523e-06,3.1524392369754206e-05,6.900533482073475e-07,0.0002195081804921699,1.1437870421776048e-06
diamond,0.1,neutron,1300000.0,36.63037939785194,0.7462919451534408,0.00020767491940316474,9.641955399337188e-07,0.0005327388277001732,2.4716037497040874e-06,2.8177214921424568e-05,5.740707270411083e-07,0.00020767491940316474,9.641955399337188e-07
