particle,energy_MeV,detector_material,detector_thickness_mm,mean_eDep_MeV,std_eDep_MeV,stderr_eDep_MeV,n_events
e-,4.299999999999999,Si,1.0,0.368302,0.152758,0.00152758,10000
e-,4.299999999999999,Si,1.25,0.472057,0.195,0.00195,10000
e-,4.299999999999999,Si,1.5,0.581067,0.257886,0.00257886,10000
e-,4.299999999999999,Si,1.75,0.698621,0.315932,0.00315932,10000
e-,4.299999999999999,Si,2.0,0.82399,0.397841,0.00397841,10000
e-,4.3999999999999995,Si,0.5,0.173724,0.0741385,0.000741385,10000
e-,4.3999999999999995,Si,0.75,0.267988,0.107388,0.00107388,10000
e-,4.3999999999999995,Si,1.0,0.370586,0.168753,0.00168753,10000
e-,4.3999999999999995,Si,1.25,0.47213,0.202576,0.00202576,10000
e-,4.3999999999999995,Si,1.5,0.578112,0.251485,0.00251485,10000
e-,4.3999999999999995,Si,1.75,0.696845,0.311306,0.00311306,10000
e-,4.3999999999999995,Si,2.0,0.806714,0.360716,0.00360716,10000
e-,4.499999999999999,Si,0.5,0.17369,0.0806014,0.000806014,10000
e-,4.499999999999999,Si,0.75,0.26897,0.112675,0.00112675,10000
e-,4.499999999999999,Si,1.0,0.367447,0.14751,0.0014751,10000
e-,4.499999999999999,Si,1.25,0.4707,0.19892,0.0019892,10000
e-,4.499999999999999,Si,1.5,0.576292,0.245328,0.00245328,10000
e-,4.499999999999999,Si,1.75,0.692237,0.314237,0.00314237,10000
e-,4.499999999999999,Si,2.0,0.804258,0.344298,0.00344298,10000
e-,4.6,Si,0.5,0.175117,0.0786154,0.000786154,10000
e-,4.6,Si,0.75,0.269429,0.111447,0.00111447,10000
e-,4.6,Si,1.0,0.366613,0.148763,0.00148763,10000
e-,4.6,Si,1.25,0.47091,0.206316,0.00206316,10000
e-,4.6,Si,1.5,0.57616,0.244937,0.00244937,10000
e-,4.6,Si,1.75,0.682589,0.292009,0.00292009,10000
e-,4.6,Si,2.0,0.80314,0.355791,0.00355791,10000
e-,4.699999999999999,Si,0.5,0.174242,0.0744116,0.000744116,10000
e-,4.699999999999999,Si,0.75,0.269222,0.116406,0.00116406,10000
e-,4.699999999999999,Si,1.0,0.36517,0.150322,0.00150322,10000
e-,4.699999999999999,Si,1.25,0.470103,0.203493,0.00203493,10000
e-,4.699999999999999,Si,1.5,0.57346,0.242424,0.00242424,10000
e-,4.699999999999999,Si,1.75,0.683443,0.28383,0.0028383,10000
e-,4.699999999999999,Si,2.0,0.798317,0.36012,0.0036012,10000
e-,4.799999999999999,Si,0.5,0.173994,0.0718162,0.000718162,10000
e-,4.799999999999999,Si,0.75,0.269346,0.119536,0.00119536,10000
e-,4.799999999999999,Si,1.0,0.368473,0.161233,0.00161233,10000
e-,4.799999999999999,Si,1.25,0.463837,0.175897,0.00175897,10000
e-,4.799999999999999,Si,1.5,0.56819,0.228066,0.00228066,10000
e-,4.799999999999999,Si,1.75,0.677895,0.294182,0.00294182,10000
e-,4.799999999999999,Si,2.0,0.797923,0.351159,0.00351159,10000
e-,4.8999999999999995,Si,0.5,0.174279,0.0761757,0.000761757,10000
e-,4.8999999999999995,Si,0.75,0.266459,0.108265,0.00108265,10000
e-,4.8999999999999995,Si,1.0,0.364605,0.143555,0.00143555,10000
e-,4.8999999999999995,Si,1.25,0.462628,0.18017,0.0018017,10000
e-,4.8999999999999995,Si,1.5,0.575244,0.255979,0.00255979,10000
e-,4.8999999999999995,Si,1.75,0.679416,0.279636,0.00279636,10000
e-,4.8999999999999995,Si,2.0,0.792621,0.345165,0.00345165,10000
e-,4.999999999999999,Si,0.5,0.173813,0.0730182,0.000730182,10000
e-,4.999999999999999,Si,0.75,0.268519,0.110897,0.00110897,10000
e-,4.999999999999999,Si,1.0,0.365391,0.148405,0.00148405,10000
e-,4.999999999999999,Si,1.25,0.465985,0.19475,0.0019475,10000
e-,4.999999999999999,Si,1.5,0.565861,0.225473,0.00225473,10000
e-,4.999999999999999,Si,1.75,0.676475,0.290854,0.00290854,10000
e-,4.999999999999999,Si,2.0,0.789693,0.34523,0.0034523,10000
e-,5.1,Si,0.5,0.174282,0.073415,0.00073415,10000
e-,5.1,Si,0.75,0.268006,0.105015,0.00105015,10000
e-,5.1,Si,1.0,0.366809,0.151208,0.00151208,10000
e-,5.1,Si,1.25,0.467483,0.201437,0.00201437,10000
e-,5.1,Si,1.5,0.569345,0.239419,0.00239419,10000
e-,5.1,Si,1.75,0.674085,0.271899,0.00271899,10000
e-,5.1,Si,2.0,0.788291,0.327224,0.00327224,10000
e-,5.199999999999999,Si,0.5,0.175537,0.0861485,0.000861485,10000
e-,5.199999999999999,Si,0.75,0.26719,0.105102,0.00105102,10000
e-,5.199999999999999,Si,1.0,0.364461,0.147231,0.00147231,10000
e-,5.199999999999999,Si,1.25,0.46361,0.179694,0.00179694,10000
e-,5.199999999999999,Si,1.5,0.567831,0.249114,0.00249114,10000
e-,5.199999999999999,Si,1.75,0.675028,0.294267,0.00294267,10000
e-,5.199999999999999,Si,2.0,0.778669,0.303788,0.00303788,10000
e-,5.299999999999999,Si,0.5,0.174461,0.0763408,0.000763408,10000
e-,5.299999999999999,Si,0.75,0.268047,0.110375,0.00110375,10000
e-,5.299999999999999,Si,1.0,0.36588,0.154959,0.00154959,10000
e-,5.299999999999999,Si,1.25,0.463194,0.178035,0.00178035,10000
e-,5.299999999999999,Si,1.5,0.565462,0.227536,0.00227536,10000
e-,5.299999999999999,Si,1.75,0.670297,0.267176,0.00267176,10000
e-,5.299999999999999,Si,2.0,0.778904,0.309567,0.00309567,10000
e-,5.3999999999999995,Si,0.5,0.174492,0.0711203,0.000711203,10000
e-,5.3999999999999995,Si,0.75,0.26965,0.110903,0.00110903,10000
e-,5.3999999999999995,Si,1.0,0.361927,0.140633,0.00140633,10000
e-,5.3999999999999995,Si,1.25,0.464106,0.185489,0.00185489,10000
e-,5.3999999999999995,Si,1.5,0.565501,0.222205,0.00222205,10000
e-,5.3999999999999995,Si,1.75,0.669668,0.262028,0.00262028,10000
e-,5.3999999999999995,Si,2.0,0.786559,0.331768,0.00331768,10000
e-,5.499999999999999,Si,0.5,0.172744,0.0686428,0.000686428,10000
e-,5.499999999999999,Si,0.75,0.267948,0.108287,0.00108287,10000
e-,5.499999999999999,Si,1.0,0.361362,0.134959,0.00134959,10000
e-,5.499999999999999,Si,1.25,0.464657,0.189798,0.00189798,10000
e-,5.499999999999999,Si,1.5,0.561986,0.214634,0.00214634,10000
e-,5.499999999999999,Si,1.75,0.668254,0.263492,0.00263492,10000
e-,5.499999999999999,Si,2.0,0.770595,0.297839,0.00297839,10000
e-,5.599999999999999,Si,0.5,0.173598,0.0754284,0.000754284,10000
e-,5.599999999999999,Si,0.75,0.269016,0.112252,0.00112252,10000
e-,5.599999999999999,Si,1.0,0.361496,0.134442,0.00134442,10000
e-,5.599999999999999,Si,1.25,0.461303,0.180311,0.00180311,10000
e-,5.599999999999999,Si,1.5,0.561956,0.216206,0.00216206,10000
e-,5.599999999999999,Si,1.75,0.667902,0.261675,0.00261675,10000
e-,5.599999999999999,Si,2.0,0.775063,0.312526,0.00312526,10000
e-,5.699999999999999,Si,0.5,0.175135,0.073168,0.00073168,10000
e-,5.699999999999999,Si,0.75,0.268111,0.104387,0.00104387,10000
e-,5.699999999999999,Si,1.0,0.365754,0.145837,0.00145837,10000
e-,5.699999999999999,Si,1.25,0.460959,0.180671,0.00180671,10000
e-,5.699999999999999,Si,1.5,0.562623,0.220698,0.00220698,10000
e-,5.699999999999999,Si,1.75,0.666892,0.266631,0.00266631,10000
e-,5.699999999999999,Si,2.0,0.779973,0.326042,0.00326042,10000
e-,5.799999999999999,Si,0.5,0.173149,0.0748641,0.000748641,10000
e-,5.799999999999999,Si,0.75,0.266558,0.107171,0.00107171,10000
e-,5.799999999999999,Si,1.0,0.363521,0.149475,0.00149475,10000
e-,5.799999999999999,Si,1.25,0.462637,0.17974,0.0017974,10000
e-,5.799999999999999,Si,1.5,0.563793,0.232386,0.00232386,10000
e-,5.799999999999999,Si,1.75,0.665155,0.265086,0.00265086,10000
e-,5.799999999999999,Si,2.0,0.773635,0.320603,0.00320603,10000
e-,5.8999999999999995,Si,0.5,0.174756,0.0716764,0.000716764,10000
e-,5.8999999999999995,Si,0.75,0.266371,0.102777,0.00102777,10000
e-,5.8999999999999995,Si,1.0,0.362957,0.138375,0.00138375,10000
e-,5.8999999999999995,Si,1.25,0.45663,0.160083,0.00160083,10000
e-,5.8999999999999995,Si,1.5,0.561316,0.21762,0.0021762,10000
e-,5.8999999999999995,Si,1.75,0.662993,0.257565,0.00257565,10000
e-,5.8999999999999995,Si,2.0,0.775335,0.305886,0.00305886,10000
e-,5.999999999999999,Si,0.5,0.174373,0.0769029,0.000769029,10000
e-,5.999999999999999,Si,0.75,0.266163,0.106012,0.00106012,10000
e-,5.999999999999999,Si,1.0,0.364564,0.140887,0.00140887,10000
e-,5.999999999999999,Si,1.25,0.462946,0.179287,0.00179287,10000
e-,5.999999999999999,Si,1.5,0.562275,0.210707,0.00210707,10000
e-,5.999999999999999,Si,1.75,0.658275,0.224483,0.00224483,10000
e-,5.999999999999999,Si,2.0,0.776721,0.323583,0.00323583,10000
e-,6.099999999999999,Si,0.5,0.1744,0.0724584,0.000724584,10000
e-,6.099999999999999,Si,0.75,0.267034,0.108293,0.00108293,10000
e-,6.099999999999999,Si,1.0,0.362652,0.139212,0.00139212,10000
e-,6.099999999999999,Si,1.25,0.458291,0.169651,0.00169651,10000
e-,6.099999999999999,Si,1.5,0.55883,0.206826,0.00206826,10000
e-,6.099999999999999,Si,1.75,0.661297,0.267057,0.00267057,10000
e-,6.099999999999999,Si,2.0,0.767106,0.302323,0.00302323,10000
e-,6.199999999999999,Si,0.5,0.175356,0.0742768,0.000742768,10000
e-,6.199999999999999,Si,0.75,0.268396,0.10665,0.0010665,10000
e-,6.199999999999999,Si,1.0,0.361529,0.134012,0.00134012,10000
e-,6.199999999999999,Si,1.25,0.45816,0.165961,0.00165961,10000
e-,6.199999999999999,Si,1.5,0.562795,0.228623,0.00228623,10000
e-,6.199999999999999,Si,1.75,0.661649,0.25704,0.0025704,10000
e-,6.199999999999999,Si,2.0,0.769806,0.30449,0.0030449,10000
e-,6.299999999999999,Si,0.5,0.174411,0.074854,0.00074854,10000
e-,6.299999999999999,Si,0.75,0.264979,0.103084,0.00103084,10000
e-,6.299999999999999,Si,1.0,0.36074,0.133174,0.00133174,10000
e-,6.299999999999999,Si,1.25,0.460684,0.181999,0.00181999,10000
e-,6.299999999999999,Si,1.5,0.559636,0.214141,0.00214141,10000
e-,6.299999999999999,Si,1.75,0.65982,0.233232,0.00233232,10000
e-,6.299999999999999,Si,2.0,0.770858,0.305496,0.00305496,10000
e-,6.3999999999999995,Si,0.5,0.174425,0.0736909,0.000736909,10000
e-,6.3999999999999995,Si,0.75,0.266917,0.106428,0.00106428,10000
e-,6.3999999999999995,Si,1.0,0.362006,0.138289,0.00138289,10000
e-,6.3999999999999995,Si,1.25,0.457934,0.171748,0.00171748,10000
e-,6.3999999999999995,Si,1.5,0.556623,0.204176,0.00204176,10000
e-,6.3999999999999995,Si,1.75,0.661188,0.255264,0.00255264,10000
e-,6.3999999999999995,Si,2.0,0.770281,0.322929,0.00322929,10000
e-,6.499999999999999,Si,0.5,0.173361,0.0700249,0.000700249,10000
e-,6.499999999999999,Si,0.75,0.268226,0.110483,0.00110483,10000
e-,6.499999999999999,Si,1.0,0.362216,0.135984,0.00135984,10000
e-,6.499999999999999,Si,1.25,0.458789,0.173997,0.00173997,10000
e-,6.499999999999999,Si,1.5,0.552828,0.19175,0.0019175,10000
e-,6.499999999999999,Si,1.75,0.65726,0.233784,0.00233784,10000
e-,6.499999999999999,Si,2.0,0.766062,0.284459,0.00284459,10000
e-,6.599999999999999,Si,0.5,0.17374,0.0695424,0.000695424,10000
e-,6.599999999999999,Si,0.75,0.266423,0.101107,0.00101107,10000
e-,6.599999999999999,Si,1.0,0.363686,0.146592,0.00146592,10000
e-,6.599999999999999,Si,1.25,0.456015,0.157299,0.00157299,10000
e-,6.599999999999999,Si,1.5,0.562327,0.210681,0.00210681,10000
e-,6.599999999999999,Si,1.75,0.657853,0.24325,0.0024325,10000
e-,6.599999999999999,Si,2.0,0.767355,0.288926,0.00288926,10000
e-,6.699999999999999,Si,0.5,0.173429,0.0676553,0.000676553,10000
e-,6.699999999999999,Si,0.75,0.267251,0.108929,0.00108929,10000
e-,6.699999999999999,Si,1.0,0.359839,0.138415,0.00138415,10000
e-,6.699999999999999,Si,1.25,0.461544,0.169562,0.00169562,10000
e-,6.699999999999999,Si,1.5,0.555636,0.209263,0.00209263,10000
e-,6.699999999999999,Si,1.75,0.65747,0.228971,0.00228971,10000
e-,6.699999999999999,Si,2.0,0.765625,0.29826,0.0029826,10000
e-,6.799999999999999,Si,0.5,0.173779,0.0679606,0.000679606,10000
e-,6.799999999999999,Si,0.75,0.266713,0.0989248,0.000989248,10000
e-,6.799999999999999,Si,1.0,0.360607,0.131172,0.00131172,10000
e-,6.799999999999999,Si,1.25,0.460653,0.17729,0.0017729,10000
e-,6.799999999999999,Si,1.5,0.557908,0.216132,0.00216132,10000
e-,6.799999999999999,Si,1.75,0.658316,0.244552,0.00244552,10000
e-,6.799999999999999,Si,2.0,0.761471,0.272304,0.00272304,10000
e-,6.8999999999999995,Si,0.5,0.17546,0.0728049,0.000728049,10000
e-,6.8999999999999995,Si,0.75,0.268693,0.106561,0.00106561,10000
e-,6.8999999999999995,Si,1.0,0.359635,0.132565,0.00132565,10000
e-,6.8999999999999995,Si,1.25,0.458188,0.169591,0.00169591,10000
e-,6.8999999999999995,Si,1.5,0.557795,0.208219,0.00208219,10000
e-,6.8999999999999995,Si,1.75,0.656735,0.239084,0.00239084,10000
e-,6.8999999999999995,Si,2.0,0.759503,0.27232,0.0027232,10000
e-,6.999999999999999,Si,0.5,0.174285,0.0705725,0.000705725,10000
e-,6.999999999999999,Si,0.75,0.26787,0.105356,0.00105356,10000
e-,6.999999999999999,Si,1.0,0.362005,0.132954,0.00132954,10000
e-,6.999999999999999,Si,1.25,0.45623,0.168569,0.00168569,10000
e-,6.999999999999999,Si,1.5,0.553398,0.198631,0.00198631,10000
e-,6.999999999999999,Si,1.75,0.655689,0.23996,0.0023996,10000
e-,6.999999999999999,Si,2.0,0.76312,0.278632,0.00278632,10000
e-,7.099999999999999,Si,0.5,0.174437,0.0767145,0.000767145,10000
e-,7.099999999999999,Si,0.75,0.267855,0.102989,0.00102989,10000
e-,7.099999999999999,Si,1.0,0.360393,0.13745,0.0013745,10000
e-,7.099999999999999,Si,1.25,0.458274,0.172743,0.00172743,10000
e-,7.099999999999999,Si,1.5,0.560112,0.224142,0.00224142,10000
e-,7.099999999999999,Si,1.75,0.654652,0.22766,0.0022766,10000
e-,7.099999999999999,Si,2.0,0.759158,0.285845,0.00285845,10000
e-,7.199999999999999,Si,0.5,0.175085,0.0715695,0.000715695,10000
e-,7.199999999999999,Si,0.75,0.265361,0.0953133,0.000953133,10000
e-,7.199999999999999,Si,1.0,0.360071,0.128023,0.00128023,10000
e-,7.199999999999999,Si,1.25,0.454572,0.173955,0.00173955,10000
e-,7.199999999999999,Si,1.5,0.557548,0.196193,0.00196193,10000
e-,7.199999999999999,Si,1.75,0.660428,0.237528,0.00237528,10000
e-,7.199999999999999,Si,2.0,0.761374,0.287988,0.00287988,10000
e-,7.299999999999999,Si,0.5,0.174107,0.0706764,0.000706764,10000
e-,7.299999999999999,Si,0.75,0.266565,0.103549,0.00103549,10000
e-,7.299999999999999,Si,1.0,0.361354,0.130221,0.00130221,10000
e-,7.299999999999999,Si,1.25,0.453532,0.150935,0.00150935,10000
e-,7.299999999999999,Si,1.5,0.552239,0.189886,0.00189886,10000
e-,7.299999999999999,Si,1.75,0.656752,0.235092,0.00235092,10000
e-,7.299999999999999,Si,2.0,0.757427,0.284027,0.00284027,10000
e-,7.3999999999999995,Si,0.5,0.175434,0.0851673,0.000851673,10000
e-,7.3999999999999995,Si,0.75,0.266399,0.10234,0.0010234,10000
e-,7.3999999999999995,Si,1.0,0.363916,0.140493,0.00140493,10000
e-,7.3999999999999995,Si,1.25,0.458854,0.162986,0.00162986,10000
e-,7.3999999999999995,Si,1.5,0.554123,0.205434,0.00205434,10000
e-,7.3999999999999995,Si,1.75,0.655311,0.231811,0.00231811,10000
e-,7.3999999999999995,Si,2.0,0.75618,0.271862,0.00271862,10000
e-,7.499999999999999,Si,0.5,0.174445,0.0700151,0.000700151,10000
e-,7.499999999999999,Si,0.75,0.265815,0.0973987,0.000973987,10000
e-,7.499999999999999,Si,1.0,0.362657,0.143858,0.00143858,10000
e-,7.499999999999999,Si,1.25,0.456453,0.154415,0.00154415,10000
e-,7.499999999999999,Si,1.5,0.553786,0.187055,0.00187055,10000
e-,7.499999999999999,Si,1.75,0.651749,0.222311,0.00222311,10000
e-,7.499999999999999,Si,2.0,0.753454,0.270983,0.00270983,10000
e-,7.599999999999999,Si,0.5,0.172641,0.0658265,0.000658265,10000
e-,7.599999999999999,Si,0.75,0.266154,0.100821,0.00100821,10000
e-,7.599999999999999,Si,1.0,0.361166,0.134965,0.00134965,10000
e-,7.599999999999999,Si,1.25,0.456431,0.167095,0.00167095,10000
e-,7.599999999999999,Si,1.5,0.553908,0.18873,0.0018873,10000
e-,7.599999999999999,Si,1.75,0.658541,0.243859,0.00243859,10000
e-,7.599999999999999,Si,2.0,0.758958,0.263819,0.00263819,10000
e-,7.699999999999999,Si,0.5,0.175025,0.0728642,0.000728642,10000
e-,7.699999999999999,Si,0.75,0.26769,0.108393,0.00108393,10000
e-,7.699999999999999,Si,1.0,0.362738,0.132239,0.00132239,10000
e-,7.699999999999999,Si,1.25,0.455309,0.175273,0.00175273,10000
e-,7.699999999999999,Si,1.5,0.55686,0.196508,0.00196508,10000
e-,7.699999999999999,Si,1.75,0.651954,0.233789,0.00233789,10000
e-,7.699999999999999,Si,2.0,0.757619,0.269835,0.00269835,10000
e-,7.799999999999999,Si,0.5,0.17484,0.0701205,0.000701205,10000
e-,7.799999999999999,Si,0.75,0.266669,0.100628,0.00100628,10000
e-,7.799999999999999,Si,1.0,0.361889,0.136164,0.00136164,10000
e-,7.799999999999999,Si,1.25,0.457363,0.160889,0.00160889,10000
e-,7.799999999999999,Si,1.5,0.551625,0.189667,0.00189667,10000
e-,7.799999999999999,Si,1.75,0.651118,0.22353,0.0022353,10000
e-,7.799999999999999,Si,2.0,0.754251,0.255346,0.00255346,10000
e-,7.899999999999999,Si,0.5,0.174238,0.0691196,0.000691196,10000
e-,7.899999999999999,Si,0.75,0.267455,0.0975536,0.000975536,10000
e-,7.899999999999999,Si,1.0,0.36002,0.126551,0.00126551,10000
e-,7.899999999999999,Si,1.25,0.457013,0.160602,0.00160602,10000
e-,7.899999999999999,Si,1.5,0.555549,0.206522,0.00206522,10000
e-,7.899999999999999,Si,1.75,0.650805,0.21761,0.0021761,10000
e-,7.899999999999999,Si,2.0,0.753785,0.260189,0.00260189,10000
e-,7.999999999999999,Si,0.5,0.174482,0.0706839,0.000706839,10000
e-,7.999999999999999,Si,0.75,0.267343,0.10055,0.0010055,10000
e-,7.999999999999999,Si,1.0,0.361671,0.131179,0.00131179,10000
e-,7.999999999999999,Si,1.25,0.456098,0.161206,0.00161206,10000
e-,7.999999999999999,Si,1.5,0.554487,0.200359,0.00200359,10000
e-,7.999999999999999,Si,1.75,0.652453,0.243592,0.00243592,10000
e-,7.999999999999999,Si,2.0,0.752452,0.256849,0.00256849,10000
e-,8.1,Si,0.5,0.175864,0.07192,0.0007192,10000
e-,8.1,Si,0.75,0.266217,0.104392,0.00104392,10000
e-,8.1,Si,1.0,0.361542,0.130547,0.00130547,10000
e-,8.1,Si,1.25,0.456759,0.159176,0.00159176,10000
e-,8.1,Si,1.5,0.556086,0.194081,0.00194081,10000
e-,8.1,Si,1.75,0.653449,0.239716,0.00239716,10000
e-,8.1,Si,2.0,0.753741,0.271678,0.00271678,10000
e-,8.2,Si,0.5,0.17515,0.0711391,0.000711391,10000
e-,8.2,Si,0.75,0.264946,0.0946851,0.000946851,10000
e-,8.2,Si,1.0,0.362676,0.136652,0.00136652,10000
e-,8.2,Si,1.25,0.456609,0.161197,0.00161197,10000
e-,8.2,Si,1.5,0.557292,0.215567,0.00215567,10000
e-,8.2,Si,1.75,0.65697,0.246015,0.00246015,10000
e-,8.2,Si,2.0,0.755402,0.278466,0.00278466,10000
e-,8.299999999999999,Si,0.5,0.173599,0.0672117,0.000672117,10000
e-,8.299999999999999,Si,0.75,0.268063,0.103305,0.00103305,10000
e-,8.299999999999999,Si,1.0,0.358489,0.128083,0.00128083,10000
e-,8.299999999999999,Si,1.25,0.455506,0.165302,0.00165302,10000
e-,8.299999999999999,Si,1.5,0.554025,0.195611,0.00195611,10000
e-,8.299999999999999,Si,1.75,0.655389,0.233335,0.00233335,10000
e-,8.299999999999999,Si,2.0,0.754289,0.267957,0.00267957,10000
e-,8.399999999999999,Si,0.5,0.174818,0.072021,0.00072021,10000
e-,8.399999999999999,Si,0.75,0.267575,0.101243,0.00101243,10000
e-,8.399999999999999,Si,1.0,0.359716,0.135471,0.00135471,10000
e-,8.399999999999999,Si,1.25,0.456515,0.160933,0.00160933,10000
e-,8.399999999999999,Si,1.5,0.551718,0.19847,0.0019847,10000
e-,8.399999999999999,Si,1.75,0.650242,0.215622,0.00215622,10000
e-,8.399999999999999,Si,2.0,0.750859,0.257775,0.00257775,10000
e-,8.499999999999998,Si,0.5,0.175211,0.0702048,0.000702048,10000
e-,8.499999999999998,Si,0.75,0.266513,0.0990943,0.000990943,10000
e-,8.499999999999998,Si,1.0,0.359836,0.136791,0.00136791,10000
e-,8.499999999999998,Si,1.25,0.453675,0.151574,0.00151574,10000
e-,8.499999999999998,Si,1.5,0.555168,0.193155,0.00193155,10000
e-,8.499999999999998,Si,1.75,0.647628,0.216755,0.00216755,10000
e-,8.499999999999998,Si,2.0,0.752592,0.263853,0.00263853,10000
e-,8.6,Si,0.5,0.175683,0.0712445,0.000712445,10000
e-,8.6,Si,0.75,0.266664,0.0989947,0.000989947,10000
e-,8.6,Si,1.0,0.362147,0.139218,0.00139218,10000
e-,8.6,Si,1.25,0.458595,0.165784,0.00165784,10000
e-,8.6,Si,1.5,0.553002,0.197536,0.00197536,10000
e-,8.6,Si,1.75,0.655739,0.215526,0.00215526,10000
e-,8.6,Si,2.0,0.753432,0.251168,0.00251168,10000
e-,8.7,Si,0.5,0.173442,0.0658995,0.000658995,10000
e-,8.7,Si,0.75,0.267735,0.105909,0.00105909,10000
e-,8.7,Si,1.0,0.362627,0.126499,0.00126499,10000
e-,8.7,Si,1.25,0.454568,0.155007,0.00155007,10000
e-,8.7,Si,1.5,0.552134,0.179094,0.00179094,10000
e-,8.7,Si,1.75,0.655249,0.23888,0.0023888,10000
e-,8.7,Si,2.0,0.754436,0.260814,0.00260814,10000
e-,8.799999999999999,Si,0.5,0.175486,0.0707255,0.000707255,10000
e-,8.799999999999999,Si,0.75,0.266564,0.100722,0.00100722,10000
e-,8.799999999999999,Si,1.0,0.362771,0.145246,0.00145246,10000
e-,8.799999999999999,Si,1.25,0.455546,0.164106,0.00164106,10000
e-,8.799999999999999,Si,1.5,0.553078,0.19718,0.0019718,10000
e-,8.799999999999999,Si,1.75,0.655923,0.221627,0.00221627,10000
e-,8.799999999999999,Si,2.0,0.751128,0.25921,0.0025921,10000
e-,8.899999999999999,Si,0.5,0.175698,0.0708174,0.000708174,10000
e-,8.899999999999999,Si,0.75,0.267641,0.101189,0.00101189,10000
e-,8.899999999999999,Si,1.0,0.358802,0.124134,0.00124134,10000
e-,8.899999999999999,Si,1.25,0.458114,0.156706,0.00156706,10000
e-,8.899999999999999,Si,1.5,0.552958,0.187896,0.00187896,10000
e-,8.899999999999999,Si,1.75,0.653054,0.228094,0.00228094,10000
e-,8.899999999999999,Si,2.0,0.752779,0.265581,0.00265581,10000
e-,8.999999999999998,Si,0.5,0.173694,0.0679275,0.000679275,10000
e-,8.999999999999998,Si,0.75,0.267651,0.103783,0.00103783,10000
e-,8.999999999999998,Si,1.0,0.363511,0.140636,0.00140636,10000
e-,8.999999999999998,Si,1.25,0.456084,0.166598,0.00166598,10000
e-,8.999999999999998,Si,1.5,0.550707,0.180387,0.00180387,10000
e-,8.999999999999998,Si,1.75,0.655365,0.229604,0.00229604,10000
e-,8.999999999999998,Si,2.0,0.747556,0.247108,0.00247108,10000
e-,9.1,Si,0.5,0.174196,0.0682876,0.000682876,10000
e-,9.1,Si,0.75,0.265778,0.0975923,0.000975923,10000
e-,9.1,Si,1.0,0.360286,0.128969,0.00128969,10000
e-,9.1,Si,1.25,0.45613,0.153621,0.00153621,10000
e-,9.1,Si,1.5,0.559631,0.210762,0.00210762,10000
e-,9.1,Si,1.75,0.651426,0.223363,0.00223363,10000
e-,9.1,Si,2.0,0.749794,0.252593,0.00252593,10000
e-,9.2,Si,0.5,0.176305,0.0720688,0.000720688,10000
e-,9.2,Si,0.75,0.267052,0.0984623,0.000984623,10000
e-,9.2,Si,1.0,0.35987,0.125772,0.00125772,10000
e-,9.2,Si,1.25,0.456718,0.156325,0.00156325,10000
e-,9.2,Si,1.5,0.555679,0.199566,0.00199566,10000
e-,9.2,Si,1.75,0.653557,0.223799,0.00223799,10000
e-,9.2,Si,2.0,0.750468,0.245989,0.00245989,10000
e-,9.299999999999999,Si,0.5,0.175999,0.0714815,0.000714815,10000
e-,9.299999999999999,Si,0.75,0.266585,0.096994,0.00096994,10000
e-,9.299999999999999,Si,1.0,0.360494,0.129564,0.00129564,10000
e-,9.299999999999999,Si,1.25,0.457269,0.157327,0.00157327,10000
e-,9.299999999999999,Si,1.5,0.553552,0.19827,0.0019827,10000
e-,9.299999999999999,Si,1.75,0.648617,0.207821,0.00207821,10000
e-,9.299999999999999,Si,2.0,0.750042,0.255877,0.00255877,10000
e-,9.399999999999999,Si,0.5,0.176645,0.0875863,0.000875863,10000
e-,9.399999999999999,Si,0.75,0.26857,0.109401,0.00109401,10000
e-,9.399999999999999,Si,1.0,0.362248,0.129387,0.00129387,10000
e-,9.399999999999999,Si,1.25,0.457311,0.166363,0.00166363,10000
e-,9.399999999999999,Si,1.5,0.552865,0.201222,0.00201222,10000
e-,9.399999999999999,Si,1.75,0.648202,0.20569,0.0020569,10000
e-,9.399999999999999,Si,2.0,0.744254,0.238335,0.00238335,10000
e-,9.499999999999998,Si,0.5,0.176132,0.0730106,0.000730106,10000
e-,9.499999999999998,Si,0.75,0.268351,0.107722,0.00107722,10000
e-,9.499999999999998,Si,1.0,0.361353,0.130232,0.00130232,10000
e-,9.499999999999998,Si,1.25,0.456777,0.167481,0.00167481,10000
e-,9.499999999999998,Si,1.5,0.552518,0.18776,0.0018776,10000
e-,9.499999999999998,Si,1.75,0.648561,0.223924,0.00223924,10000
e-,9.499999999999998,Si,2.0,0.74991,0.255009,0.00255009,10000
e-,9.6,Si,0.5,0.174898,0.0710441,0.000710441,10000
e-,9.6,Si,0.75,0.267037,0.0980869,0.000980869,10000
e-,9.6,Si,1.0,0.360331,0.127709,0.00127709,10000
e-,9.6,Si,1.25,0.45725,0.157238,0.00157238,10000
e-,9.6,Si,1.5,0.55501,0.210815,0.00210815,10000
e-,9.6,Si,1.75,0.649713,0.225972,0.00225972,10000
e-,9.6,Si,2.0,0.749032,0.245596,0.00245596,10000
e-,9.7,Si,0.5,0.17521,0.0699892,0.000699892,10000
e-,9.7,Si,0.75,0.269006,0.104937,0.00104937,10000
e-,9.7,Si,1.0,0.361527,0.129588,0.00129588,10000
e-,9.7,Si,1.25,0.457056,0.154225,0.00154225,10000
e-,9.7,Si,1.5,0.551336,0.183019,0.00183019,10000
