particle,energy_MeV,detector_material,detector_thickness_mm,mean_eDep_MeV,std_eDep_MeV,stderr_eDep_MeV,n_events
neutron,14.299999999999999,Si,1.25,0.0222001,0.373945,0.00118252,100000
neutron,14.299999999999999,Si,1.5,0.027791,0.422327,0.00133552,100000
neutron,14.299999999999999,Si,1.75,0.0326542,0.460846,0.00145732,100000
neutron,14.299999999999999,Si,2.0,0.036059,0.477857,0.00151112,100000
neutron,14.399999999999999,Si,0.5,0.00785171,0.212573,0.000672215,100000
neutron,14.399999999999999,Si,0.75,0.0132164,0.290977,0.00092015,100000
neutron,14.399999999999999,Si,1.0,0.0168479,0.326102,0.00103122,100000
neutron,14.399999999999999,Si,1.25,0.0220136,0.37978,0.00120097,100000
neutron,14.399999999999999,Si,1.5,0.028272,0.433454,0.0013707,100000
neutron,14.399999999999999,Si,1.75,0.0326083,0.452194,0.00142996,100000
neutron,14.399999999999999,Si,2.0,0.0367716,0.489586,0.00154821,100000
neutron,14.499999999999998,Si,0.5,0.00846604,0.225078,0.00071176,100000
neutron,14.499999999999998,Si,0.75,0.0132648,0.290507,0.000918664,100000
neutron,14.499999999999998,Si,1.0,0.0161507,0.317581,0.00100428,100000
neutron,14.499999999999998,Si,1.25,0.0225592,0.38785,0.00122649,100000
neutron,14.499999999999998,Si,1.5,0.0275455,0.423535,0.00133934,100000
neutron,14.499999999999998,Si,1.75,0.0307286,0.447768,0.00141597,100000
neutron,14.499999999999998,Si,2.0,0.0392041,0.517038,0.00163502,100000
neutron,14.599999999999998,Si,0.5,0.00787981,0.21926,0.000693361,100000
neutron,14.599999999999998,Si,0.75,0.0122243,0.279205,0.000882923,100000
neutron,14.599999999999998,Si,1.0,0.0170907,0.330344,0.00104464,100000
neutron,14.599999999999998,Si,1.25,0.0230991,0.387918,0.0012267,100000
neutron,14.599999999999998,Si,1.5,0.0258331,0.410185,0.00129712,100000
neutron,14.599999999999998,Si,1.75,0.0341965,0.473586,0.00149761,100000
neutron,14.599999999999998,Si,2.0,0.0382729,0.508469,0.00160792,100000
neutron,14.7,Si,0.5,0.00773639,0.221923,0.000701783,100000
neutron,14.7,Si,0.75,0.0133228,0.285929,0.000904187,100000
neutron,14.7,Si,1.0,0.0168923,0.325047,0.00102789,100000
neutron,14.7,Si,1.25,0.0237528,0.398058,0.00125877,100000
neutron,14.7,Si,1.5,0.0252633,0.405746,0.00128308,100000
neutron,14.7,Si,1.75,0.0325309,0.465779,0.00147292,100000
neutron,14.7,Si,2.0,0.036291,0.488559,0.00154496,100000
neutron,14.799999999999999,Si,0.5,0.00829121,0.230326,0.000728354,100000
neutron,14.799999999999999,Si,0.75,0.0140848,0.30043,0.000950042,100000
neutron,14.799999999999999,Si,1.0,0.0186157,0.347644,0.00109935,100000
neutron,14.799999999999999,Si,1.25,0.0246417,0.403064,0.0012746,100000
neutron,14.799999999999999,Si,1.5,0.0301513,0.444766,0.00140647,100000
neutron,14.799999999999999,Si,1.75,0.0325141,0.469828,0.00148573,100000
neutron,14.799999999999999,Si,2.0,0.039583,0.518504,0.00163965,100000
neutron,14.899999999999999,Si,0.5,0.00988659,0.254951,0.000806227,100000
neutron,14.899999999999999,Si,0.75,0.0144906,0.307957,0.000973844,100000
neutron,14.899999999999999,Si,1.0,0.0154686,0.310261,0.000981131,100000
neutron,14.899999999999999,Si,1.25,0.0230113,0.384934,0.00121727,100000
neutron,14.899999999999999,Si,1.5,0.0271795,0.42577,0.0013464,100000
neutron,14.899999999999999,Si,1.75,0.0306661,0.441234,0.0013953,100000
neutron,14.899999999999999,Si,2.0,0.0383998,0.512711,0.00162134,100000
neutron,14.999999999999998,Si,0.5,0.00708326,0.20234,0.000639855,100000
neutron,14.999999999999998,Si,0.75,0.0128196,0.282099,0.000892074,100000
neutron,14.999999999999998,Si,1.0,0.0173358,0.334133,0.00105662,100000
neutron,14.999999999999998,Si,1.25,0.0220779,0.381622,0.00120679,100000
neutron,14.999999999999998,Si,1.5,0.02935,0.439109,0.00138858,100000
neutron,14.999999999999998,Si,1.75,0.0303631,0.44286,0.00140045,100000
neutron,14.999999999999998,Si,2.0,0.0380567,0.502292,0.00158839,100000
neutron,15.099999999999998,Si,0.5,0.00791165,0.223925,0.000708112,100000
neutron,15.099999999999998,Si,0.75,0.0123673,0.269417,0.000851972,100000
neutron,15.099999999999998,Si,1.0,0.0172596,0.333196,0.00105366,100000
neutron,15.099999999999998,Si,1.25,0.0228481,0.387837,0.00122645,100000
neutron,15.099999999999998,Si,1.5,0.0261997,0.414725,0.00131147,100000
neutron,15.099999999999998,Si,1.75,0.0333735,0.47858,0.0015134,100000
neutron,15.099999999999998,Si,2.0,0.0358458,0.491749,0.00155505,100000
neutron,15.199999999999998,Si,0.5,0.00841252,0.227915,0.000720729,100000
neutron,15.199999999999998,Si,0.75,0.012396,0.27707,0.000876174,100000
neutron,15.199999999999998,Si,1.0,0.0187149,0.350169,0.00110733,100000
neutron,15.199999999999998,Si,1.25,0.022025,0.374184,0.00118327,100000
neutron,15.199999999999998,Si,1.5,0.0267558,0.414406,0.00131047,100000
neutron,15.199999999999998,Si,1.75,0.0293357,0.439388,0.00138947,100000
neutron,15.199999999999998,Si,2.0,0.0370121,0.497048,0.0015718,100000
neutron,15.299999999999999,Si,0.5,0.00745134,0.20817,0.000658291,100000
neutron,15.299999999999999,Si,0.75,0.0124921,0.276704,0.000875016,100000
neutron,15.299999999999999,Si,1.0,0.0174726,0.341027,0.00107842,100000
neutron,15.299999999999999,Si,1.25,0.0218759,0.374465,0.00118416,100000
neutron,15.299999999999999,Si,1.5,0.0285515,0.435394,0.00137684,100000
neutron,15.299999999999999,Si,1.75,0.0327123,0.471965,0.00149249,100000
neutron,15.299999999999999,Si,2.0,0.0358102,0.483373,0.00152856,100000
neutron,15.399999999999999,Si,0.5,0.00824182,0.229186,0.00072475,100000
neutron,15.399999999999999,Si,0.75,0.0121651,0.280895,0.000888267,100000
neutron,15.399999999999999,Si,1.0,0.0171558,0.326353,0.00103202,100000
neutron,15.399999999999999,Si,1.25,0.0225952,0.382005,0.00120801,100000
neutron,15.399999999999999,Si,1.5,0.0237913,0.390368,0.00123445,100000
neutron,15.399999999999999,Si,1.75,0.0306524,0.446252,0.00141117,100000
neutron,15.399999999999999,Si,2.0,0.0383006,0.51413,0.00162582,100000
neutron,15.499999999999998,Si,0.5,0.00929792,0.241307,0.00076308,100000
neutron,15.499999999999998,Si,0.75,0.0143898,0.310643,0.00098234,100000
neutron,15.499999999999998,Si,1.0,0.0197599,0.365514,0.00115586,100000
neutron,15.499999999999998,Si,1.25,0.0210938,0.362436,0.00114612,100000
neutron,15.499999999999998,Si,1.5,0.0272188,0.43682,0.00138135,100000
neutron,15.499999999999998,Si,1.75,0.0315826,0.464654,0.00146936,100000
neutron,15.499999999999998,Si,2.0,0.0378804,0.509906,0.00161246,100000
neutron,15.599999999999998,Si,0.5,0.00831612,0.232245,0.000734424,100000
neutron,15.599999999999998,Si,0.75,0.0126868,0.283413,0.00089623,100000
neutron,15.599999999999998,Si,1.0,0.0181697,0.34905,0.00110379,100000
neutron,15.599999999999998,Si,1.25,0.0228466,0.38594,0.00122045,100000
neutron,15.599999999999998,Si,1.5,0.0260789,0.412597,0.00130474,100000
neutron,15.599999999999998,Si,1.75,0.033783,0.475698,0.00150429,100000
neutron,15.599999999999998,Si,2.0,0.0356176,0.498652,0.00157688,100000
neutron,15.699999999999998,Si,0.5,0.00850509,0.230972,0.000730397,100000
neutron,15.699999999999998,Si,0.75,0.0131871,0.28738,0.000908776,100000
neutron,15.699999999999998,Si,1.0,0.0171044,0.330469,0.00104503,100000
neutron,15.699999999999998,Si,1.25,0.0229511,0.389465,0.0012316,100000
neutron,15.699999999999998,Si,1.5,0.027384,0.425312,0.00134495,100000
neutron,15.699999999999998,Si,1.75,0.0326983,0.474634,0.00150092,100000
neutron,15.699999999999998,Si,2.0,0.0371018,0.496467,0.00156997,100000
neutron,15.799999999999999,Si,0.5,0.00882964,0.232305,0.000734612,100000
neutron,15.799999999999999,Si,0.75,0.0134645,0.291423,0.00092156,100000
neutron,15.799999999999999,Si,1.0,0.0176543,0.338559,0.00107062,100000
neutron,15.799999999999999,Si,1.25,0.020832,0.365521,0.00115588,100000
neutron,15.799999999999999,Si,1.5,0.0260022,0.41476,0.00131159,100000
neutron,15.799999999999999,Si,1.75,0.0328844,0.471788,0.00149192,100000
neutron,15.799999999999999,Si,2.0,0.0386211,0.508346,0.00160753,100000
neutron,15.899999999999999,Si,0.5,0.00694481,0.196594,0.000621684,100000
neutron,15.899999999999999,Si,0.75,0.0138988,0.297942,0.000942175,100000
neutron,15.899999999999999,Si,1.0,0.0198235,0.362106,0.00114508,100000
neutron,15.899999999999999,Si,1.25,0.0213964,0.3675,0.00116214,100000
neutron,15.899999999999999,Si,1.5,0.025853,0.414267,0.00131003,100000
neutron,15.899999999999999,Si,1.75,0.030445,0.440076,0.00139164,100000
neutron,15.899999999999999,Si,2.0,0.0393039,0.523772,0.00165631,100000
neutron,15.999999999999998,Si,0.5,0.00918931,0.232997,0.0007368,100000
neutron,15.999999999999998,Si,0.75,0.0144535,0.30694,0.00097063,100000
neutron,15.999999999999998,Si,1.0,0.0183658,0.343832,0.00108729,100000
neutron,15.999999999999998,Si,1.25,0.0218772,0.377655,0.00119425,100000
neutron,15.999999999999998,Si,1.5,0.0263081,0.409965,0.00129642,100000
neutron,15.999999999999998,Si,1.75,0.0303087,0.438779,0.00138754,100000
neutron,15.999999999999998,Si,2.0,0.0362847,0.486419,0.00153819,100000
neutron,16.099999999999998,Si,0.5,0.00713417,0.202365,0.000639935,100000
neutron,16.099999999999998,Si,0.75,0.0123027,0.276647,0.000874835,100000
neutron,16.099999999999998,Si,1.0,0.019361,0.358861,0.00113482,100000
neutron,16.099999999999998,Si,1.25,0.0223038,0.388474,0.00122846,100000
neutron,16.099999999999998,Si,1.5,0.0280122,0.42897,0.00135652,100000
neutron,16.099999999999998,Si,1.75,0.0311916,0.449989,0.00142299,100000
neutron,16.099999999999998,Si,2.0,0.0359078,0.495871,0.00156808,100000
neutron,16.2,Si,0.5,0.00883498,0.233505,0.000738407,100000
neutron,16.2,Si,0.75,0.0119235,0.269066,0.000850861,100000
neutron,16.2,Si,1.0,0.0181522,0.347005,0.00109733,100000
neutron,16.2,Si,1.25,0.0220634,0.37603,0.00118911,100000
neutron,16.2,Si,1.5,0.027979,0.429912,0.0013595,100000
neutron,16.2,Si,1.75,0.0329036,0.479155,0.00151522,100000
neutron,16.2,Si,2.0,0.0388369,0.523239,0.00165463,100000
neutron,16.3,Si,0.5,0.00803587,0.222855,0.000704731,100000
neutron,16.3,Si,0.75,0.012535,0.283617,0.000896875,100000
neutron,16.3,Si,1.0,0.0182487,0.351801,0.00111249,100000
neutron,16.3,Si,1.25,0.0222904,0.382942,0.00121097,100000
neutron,16.3,Si,1.5,0.025803,0.408915,0.0012931,100000
neutron,16.3,Si,1.75,0.0327025,0.471212,0.0014901,100000
neutron,16.3,Si,2.0,0.0376428,0.508981,0.00160954,100000
neutron,16.4,Si,0.5,0.00803985,0.222936,0.000704985,100000
neutron,16.4,Si,0.75,0.0129881,0.291734,0.000922544,100000
neutron,16.4,Si,1.0,0.0182813,0.350178,0.00110736,100000
neutron,16.4,Si,1.25,0.022964,0.392789,0.00124211,100000
neutron,16.4,Si,1.5,0.0292899,0.447261,0.00141436,100000
neutron,16.4,Si,1.75,0.0334371,0.482164,0.00152474,100000
neutron,16.4,Si,2.0,0.0392687,0.526351,0.00166447,100000
neutron,16.5,Si,0.5,0.00788454,0.218421,0.000690708,100000
neutron,16.5,Si,0.75,0.0113596,0.263937,0.000834643,100000
neutron,16.5,Si,1.0,0.0173156,0.324659,0.00102666,100000
neutron,16.5,Si,1.25,0.0225592,0.397001,0.00125543,100000
neutron,16.5,Si,1.5,0.0267074,0.422469,0.00133597,100000
neutron,16.5,Si,1.75,0.0328705,0.479407,0.00151602,100000
neutron,16.5,Si,2.0,0.038537,0.512256,0.00161989,100000
neutron,16.6,Si,0.5,0.00902492,0.234863,0.0007427,100000
neutron,16.6,Si,0.75,0.0126223,0.279589,0.000884137,100000
neutron,16.6,Si,1.0,0.0169258,0.324825,0.00102719,100000
neutron,16.6,Si,1.25,0.0222227,0.37985,0.00120119,100000
neutron,16.6,Si,1.5,0.0280685,0.435671,0.00137771,100000
neutron,16.6,Si,1.75,0.0299602,0.454404,0.00143695,100000
neutron,16.6,Si,2.0,0.0386138,0.520544,0.0016461,100000
neutron,16.7,Si,0.5,0.00867272,0.222265,0.000702865,100000
neutron,16.7,Si,0.75,0.0136923,0.300589,0.000950545,100000
neutron,16.7,Si,1.0,0.017403,0.343147,0.00108513,100000
neutron,16.7,Si,1.25,0.0218471,0.382802,0.00121053,100000
neutron,16.7,Si,1.5,0.0271535,0.428768,0.00135588,100000
neutron,16.7,Si,1.75,0.0305723,0.452124,0.00142974,100000
neutron,16.7,Si,2.0,0.0380428,0.512575,0.00162091,100000
neutron,16.8,Si,0.5,0.00823451,0.223412,0.000706491,100000
neutron,16.8,Si,0.75,0.0131404,0.286252,0.000905207,100000
neutron,16.8,Si,1.0,0.0169414,0.334622,0.00105817,100000
neutron,16.8,Si,1.25,0.0211916,0.381846,0.0012075,100000
neutron,16.8,Si,1.5,0.0274674,0.429641,0.00135865,100000
neutron,16.8,Si,1.75,0.0361693,0.49909,0.00157826,100000
neutron,16.8,Si,2.0,0.0376937,0.506727,0.00160241,100000
neutron,16.9,Si,0.5,0.00886455,0.236325,0.000747326,100000
neutron,16.9,Si,0.75,0.0123933,0.286877,0.000907186,100000
neutron,16.9,Si,1.0,0.0153512,0.313015,0.00098984,100000
neutron,16.9,Si,1.25,0.0235181,0.399153,0.00126223,100000
neutron,16.9,Si,1.5,0.0288966,0.444187,0.00140464,100000
neutron,16.9,Si,1.75,0.0361456,0.509348,0.0016107,100000
neutron,16.9,Si,2.0,0.040751,0.534317,0.00168966,100000
neutron,17.0,Si,0.5,0.00781196,0.208514,0.00065938,100000
neutron,17.0,Si,0.75,0.0131627,0.294068,0.000929925,100000
neutron,17.0,Si,1.0,0.0196241,0.357168,0.00112946,100000
neutron,17.0,Si,1.25,0.0217227,0.381095,0.00120513,100000
neutron,17.0,Si,1.5,0.0290301,0.446923,0.00141329,100000
neutron,17.0,Si,1.75,0.0336968,0.486209,0.00153753,100000
neutron,17.0,Si,2.0,0.0358446,0.503015,0.00159067,100000
neutron,17.1,Si,0.5,0.00864523,0.236524,0.000747954,100000
neutron,17.1,Si,0.75,0.0133506,0.291928,0.000923157,100000
neutron,17.1,Si,1.0,0.0173497,0.331306,0.00104768,100000
neutron,17.1,Si,1.25,0.0205804,0.371175,0.00117376,100000
neutron,17.1,Si,1.5,0.0310427,0.463101,0.00146445,100000
neutron,17.1,Si,1.75,0.0334803,0.479851,0.00151742,100000
neutron,17.1,Si,2.0,0.0373718,0.513193,0.00162286,100000
neutron,17.2,Si,0.5,0.00758123,0.212656,0.000672478,100000
neutron,17.2,Si,0.75,0.0123039,0.27185,0.000859665,100000
neutron,17.2,Si,1.0,0.0182591,0.346811,0.00109671,100000
neutron,17.2,Si,1.25,0.0247999,0.402721,0.00127351,100000
neutron,17.2,Si,1.5,0.028077,0.428812,0.00135602,100000
neutron,17.2,Si,1.75,0.0320086,0.457758,0.00144756,100000
neutron,17.2,Si,2.0,0.0375823,0.515544,0.00163029,100000
neutron,17.3,Si,0.5,0.00735124,0.205885,0.000651064,100000
neutron,17.3,Si,0.75,0.012381,0.277786,0.000878436,100000
neutron,17.3,Si,1.0,0.0179064,0.349555,0.00110539,100000
neutron,17.3,Si,1.25,0.0239732,0.399349,0.00126285,100000
neutron,17.3,Si,1.5,0.0275571,0.434315,0.00137342,100000
neutron,17.3,Si,1.75,0.0351313,0.496935,0.00157145,100000
neutron,17.3,Si,2.0,0.040824,0.543289,0.00171803,100000
neutron,17.4,Si,0.5,0.0077416,0.210538,0.000665779,100000
neutron,17.4,Si,0.75,0.0134481,0.293243,0.000927315,100000
neutron,17.4,Si,1.0,0.0203468,0.376164,0.00118954,100000
neutron,17.4,Si,1.25,0.0236499,0.394014,0.00124598,100000
neutron,17.4,Si,1.5,0.0284348,0.442937,0.00140069,100000
neutron,17.4,Si,1.75,0.0340486,0.486373,0.00153805,100000
neutron,17.4,Si,2.0,0.038512,0.518356,0.00163918,100000
neutron,17.5,Si,0.5,0.00774329,0.217118,0.000686586,100000
neutron,17.5,Si,0.75,0.0128038,0.282574,0.000893578,100000
neutron,17.5,Si,1.0,0.016241,0.320119,0.00101231,100000
neutron,17.5,Si,1.25,0.0212936,0.367244,0.00116133,100000
neutron,17.5,Si,1.5,0.0277394,0.432881,0.00136889,100000
neutron,17.5,Si,1.75,0.033987,0.485274,0.00153457,100000
neutron,17.5,Si,2.0,0.0383869,0.50788,0.00160606,100000
neutron,17.6,Si,0.5,0.00755738,0.210064,0.000664279,100000
neutron,17.6,Si,0.75,0.0137217,0.296564,0.000937819,100000
neutron,17.6,Si,1.0,0.0184369,0.349077,0.00110388,100000
neutron,17.6,Si,1.25,0.023532,0.40768,0.0012892,100000
neutron,17.6,Si,1.5,0.0278372,0.434331,0.00137347,100000
neutron,17.6,Si,1.75,0.0326177,0.472397,0.00149385,100000
neutron,17.6,Si,2.0,0.0393998,0.52464,0.00165906,100000
neutron,17.7,Si,0.5,0.00896853,0.233091,0.000737098,100000
neutron,17.7,Si,0.75,0.0135211,0.300592,0.000950556,100000
neutron,17.7,Si,1.0,0.01659,0.322742,0.0010206,100000
neutron,17.7,Si,1.25,0.0223926,0.381257,0.00120564,100000
neutron,17.7,Si,1.5,0.0292601,0.453594,0.00143439,100000
neutron,17.7,Si,1.75,0.0346192,0.493549,0.00156074,100000
neutron,17.7,Si,2.0,0.0386131,0.520569,0.00164618,100000
neutron,17.8,Si,0.5,0.00969879,0.237503,0.000751052,100000
neutron,17.8,Si,0.75,0.0127956,0.279245,0.000883049,100000
neutron,17.8,Si,1.0,0.0196691,0.374777,0.00118515,100000
neutron,17.8,Si,1.25,0.0225723,0.386302,0.00122159,100000
neutron,17.8,Si,1.5,0.0264291,0.425053,0.00134414,100000
neutron,17.8,Si,1.75,0.0352617,0.501094,0.0015846,100000
neutron,17.8,Si,2.0,0.037358,0.504639,0.00159581,100000
neutron,17.9,Si,0.5,0.00895733,0.233233,0.000737547,100000
neutron,17.9,Si,0.75,0.0137521,0.296399,0.000937297,100000
neutron,17.9,Si,1.0,0.0181963,0.349261,0.00110446,100000
neutron,17.9,Si,1.25,0.0231849,0.399397,0.001263,100000
neutron,17.9,Si,1.5,0.0276217,0.432996,0.00136925,100000
neutron,17.9,Si,1.75,0.0354134,0.492729,0.00155815,100000
neutron,17.9,Si,2.0,0.0380557,0.520391,0.00164562,100000
neutron,18.0,Si,0.5,0.00863849,0.240028,0.000759036,100000
neutron,18.0,Si,0.75,0.0130726,0.282169,0.000892296,100000
neutron,18.0,Si,1.0,0.017332,0.340959,0.00107821,100000
neutron,18.0,Si,1.25,0.021426,0.379609,0.00120043,100000
neutron,18.0,Si,1.5,0.0291304,0.450229,0.00142375,100000
neutron,18.0,Si,1.75,0.0313206,0.469954,0.00148613,100000
neutron,18.0,Si,2.0,0.0406153,0.529418,0.00167417,100000
neutron,18.1,Si,0.5,0.00966153,0.249756,0.000789798,100000
neutron,18.1,Si,0.75,0.012911,0.285937,0.000904213,100000
neutron,18.1,Si,1.0,0.0156389,0.315789,0.000998613,100000
neutron,18.1,Si,1.25,0.0219734,0.38726,0.00122463,100000
neutron,18.1,Si,1.5,0.0254607,0.401674,0.0012702,100000
neutron,18.1,Si,1.75,0.0342448,0.479416,0.00151605,100000
neutron,18.1,Si,2.0,0.0367509,0.504194,0.0015944,100000
neutron,18.2,Si,0.5,0.00852543,0.226783,0.000717152,100000
neutron,18.2,Si,0.75,0.0146504,0.309891,0.000979962,100000
neutron,18.2,Si,1.0,0.0182865,0.356718,0.00112804,100000
neutron,18.2,Si,1.25,0.0229618,0.390341,0.00123437,100000
neutron,18.2,Si,1.5,0.0281765,0.43203,0.0013662,100000
neutron,18.2,Si,1.75,0.0312824,0.455622,0.0014408,100000
neutron,18.2,Si,2.0,0.0368538,0.508956,0.00160946,100000
neutron,18.3,Si,0.5,0.00788519,0.218531,0.000691056,100000
neutron,18.3,Si,0.75,0.0137991,0.289857,0.000916609,100000
neutron,18.3,Si,1.0,0.0184897,0.352696,0.00111532,100000
neutron,18.3,Si,1.25,0.0218763,0.380313,0.00120265,100000
neutron,18.3,Si,1.5,0.028573,0.441432,0.00139593,100000
neutron,18.3,Si,1.75,0.0364562,0.509224,0.00161031,100000
neutron,18.3,Si,2.0,0.0378634,0.513387,0.00162347,100000
neutron,18.4,Si,0.5,0.00954585,0.238845,0.000755293,100000
neutron,18.4,Si,0.75,0.0130196,0.291242,0.000920988,100000
neutron,18.4,Si,1.0,0.0190424,0.354394,0.00112069,100000
neutron,18.4,Si,1.25,0.0240069,0.403336,0.00127546,100000
neutron,18.4,Si,1.5,0.0300439,0.449836,0.0014225,100000
neutron,18.4,Si,1.75,0.0324486,0.469847,0.00148579,100000
neutron,18.4,Si,2.0,0.0376912,0.510775,0.00161521,100000
neutron,18.5,Si,0.5,0.00828826,0.221063,0.000699062,100000
neutron,18.5,Si,0.75,0.0124579,0.277851,0.00087864,100000
neutron,18.5,Si,1.0,0.0204485,0.375513,0.00118748,100000
neutron,18.5,Si,1.25,0.0214837,0.378833,0.00119798,100000
neutron,18.5,Si,1.5,0.0270295,0.417243,0.00131944,100000
neutron,18.5,Si,1.75,0.0341817,0.492848,0.00155852,100000
neutron,18.5,Si,2.0,0.039632,0.53546,0.00169327,100000
neutron,18.6,Si,0.5,0.00879025,0.224278,0.000709229,100000
neutron,18.6,Si,0.75,0.0131873,0.294849,0.000932393,100000
neutron,18.6,Si,1.0,0.0181004,0.335072,0.00105959,100000
neutron,18.6,Si,1.25,0.0256272,0.409549,0.00129511,100000
neutron,18.6,Si,1.5,0.0266113,0.420691,0.00133034,100000
neutron,18.6,Si,1.75,0.0330893,0.480882,0.00152068,100000
neutron,18.6,Si,2.0,0.0403868,0.521342,0.00164863,100000
neutron,18.7,Si,0.5,0.00725584,0.20108,0.000635869,100000
neutron,18.7,Si,0.75,0.0132741,0.282823,0.000894364,100000
neutron,18.7,Si,1.0,0.0179369,0.331434,0.00104809,100000
neutron,18.7,Si,1.25,0.0206431,0.35561,0.00112454,100000
neutron,18.7,Si,1.5,0.0257942,0.408918,0.00129311,100000
neutron,18.7,Si,1.75,0.0355827,0.496739,0.00157083,100000
neutron,18.7,Si,2.0,0.0409564,0.53593,0.00169476,100000
neutron,18.8,Si,0.5,0.0087572,0.236464,0.000747764,100000
neutron,18.8,Si,0.75,0.0131803,0.288774,0.000913185,100000
neutron,18.8,Si,1.0,0.0172201,0.334131,0.00105662,100000
neutron,18.8,Si,1.25,0.0221876,0.37646,0.00119047,100000
neutron,18.8,Si,1.5,0.0295152,0.458358,0.00144945,100000
neutron,18.8,Si,1.75,0.0335943,0.47618,0.00150581,100000
neutron,18.8,Si,2.0,0.0388346,0.520952,0.00164739,100000
neutron,18.9,Si,0.5,0.00786133,0.210782,0.000666552,100000
neutron,18.9,Si,0.75,0.0138706,0.295432,0.000934239,100000
neutron,18.9,Si,1.0,0.020084,0.361364,0.00114273,100000
neutron,18.9,Si,1.25,0.0250483,0.410025,0.00129661,100000
neutron,18.9,Si,1.5,0.0282131,0.443451,0.00140232,100000
neutron,18.9,Si,1.75,0.0337727,0.487742,0.00154238,100000
neutron,18.9,Si,2.0,0.0390288,0.526151,0.00166384,100000
neutron,19.0,Si,0.5,0.00891739,0.228911,0.000723882,100000
neutron,19.0,Si,0.75,0.0143991,0.308592,0.000975855,100000
neutron,19.0,Si,1.0,0.0194127,0.360764,0.00114083,100000
neutron,19.0,Si,1.25,0.0237045,0.392475,0.00124112,100000
neutron,19.0,Si,1.5,0.0293275,0.461756,0.0014602,100000
neutron,19.0,Si,1.75,0.0337078,0.484386,0.00153176,100000
neutron,19.0,Si,2.0,0.0366376,0.508527,0.0016081,100000
neutron,19.1,Si,0.5,0.00833681,0.223908,0.000708058,100000
neutron,19.1,Si,0.75,0.0143547,0.294584,0.000931557,100000
neutron,19.1,Si,1.0,0.0176124,0.335893,0.00106219,100000
neutron,19.1,Si,1.25,0.0238164,0.399218,0.00126244,100000
neutron,19.1,Si,1.5,0.0286256,0.437112,0.00138227,100000
neutron,19.1,Si,1.75,0.0351035,0.497236,0.0015724,100000
neutron,19.1,Si,2.0,0.0391028,0.520189,0.00164498,100000
neutron,19.2,Si,0.5,0.00797175,0.199658,0.000631376,100000
neutron,19.2,Si,0.75,0.0125118,0.272312,0.000861127,100000
neutron,19.2,Si,1.0,0.0178586,0.339226,0.00107273,100000
neutron,19.2,Si,1.25,0.0213217,0.372788,0.00117886,100000
neutron,19.2,Si,1.5,0.0276283,0.436081,0.00137901,100000
neutron,19.2,Si,1.75,0.0312036,0.452251,0.00143014,100000
neutron,19.2,Si,2.0,0.0394126,0.529563,0.00167463,100000
neutron,19.3,Si,0.5,0.0082689,0.225884,0.000714309,100000
neutron,19.3,Si,0.75,0.0136671,0.291911,0.000923104,100000
neutron,19.3,Si,1.0,0.0200789,0.374718,0.00118496,100000
neutron,19.3,Si,1.25,0.0235972,0.404944,0.00128054,100000
neutron,19.3,Si,1.5,0.0298403,0.455079,0.00143909,100000
neutron,19.3,Si,1.75,0.0333084,0.477508,0.00151001,100000
neutron,19.3,Si,2.0,0.038146,0.513113,0.00162261,100000
neutron,19.4,Si,0.5,0.00851126,0.225326,0.000712543,100000
neutron,19.4,Si,0.75,0.0136345,0.304695,0.00096353,100000
neutron,19.4,Si,1.0,0.019051,0.349093,0.00110393,100000
neutron,19.4,Si,1.25,0.024904,0.403699,0.00127661,100000
neutron,19.4,Si,1.5,0.0306688,0.460084,0.00145491,100000
neutron,19.4,Si,1.75,0.034549,0.487184,0.00154061,100000
neutron,19.4,Si,2.0,0.0377993,0.511098,0.00161623,100000
neutron,19.5,Si,0.5,0.00951852,0.244052,0.00077176,100000
neutron,19.5,Si,0.75,0.0149487,0.309176,0.000977699,100000
neutron,19.5,Si,1.0,0.0190384,0.356326,0.0011268,100000
neutron,19.5,Si,1.25,0.0230363,0.39222,0.00124031,100000
neutron,19.5,Si,1.5,0.0281744,0.429908,0.00135949,100000
neutron,19.5,Si,1.75,0.0329786,0.47341,0.00149705,100000
neutron,19.5,Si,2.0,0.0392787,0.522027,0.0016508,100000
neutron,19.6,Si,0.5,0.00822038,0.21616,0.000683556,100000
neutron,19.6,Si,0.75,0.0121266,0.265083,0.000838268,100000
neutron,19.6,Si,1.0,0.018866,0.345231,0.00109171,100000
neutron,19.6,Si,1.25,0.0222777,0.380948,0.00120466,100000
neutron,19.6,Si,1.5,0.0326333,0.483546,0.00152911,100000
neutron,19.6,Si,1.75,0.0322062,0.455306,0.0014398,100000
neutron,19.6,Si,2.0,0.0407107,0.522658,0.00165279,100000
neutron,19.7,Si,0.5,0.00856996,0.210985,0.000667194,100000
neutron,19.7,Si,0.75,0.0141064,0.302541,0.000956719,100000
neutron,19.7,Si,1.0,0.0184705,0.345917,0.00109389,100000
neutron,19.7,Si,1.25,0.0240732,0.398709,0.00126083,100000
neutron,19.7,Si,1.5,0.0298754,0.45159,0.00142805,100000
neutron,19.7,Si,1.75,0.0344459,0.484484,0.00153207,100000
neutron,19.7,Si,2.0,0.0418439,0.543656,0.00171919,100000
neutron,19.8,Si,0.5,0.0075135,0.199065,0.000629499,100000
neutron,19.8,Si,0.75,0.0132507,0.269849,0.000853338,100000
neutron,19.8,Si,1.0,0.0187893,0.333799,0.00105557,100000
